user_id,gender,age
23027,Female,73.0
23028,Male,24.0
23029,Male,44.0
23030,Male,21.0
23031,Male,34.0
23032,Male,45.0
23033,Male,47.0
23034,Male,74.0
23035,Male,55.0
23036,Male,30.0
23037,nan,59.0
23038,Female,40.0
23039,Male,20.0
23040,Male,24.0
23041,Male,56.0
23042,Male,77.0
23043,Male,32.0
23044,Male,24.0
23045,Male,20.0
23046,Male,31.0
23047,Male,39.0
23048,Male,68.0
23049,Male,44.0
23050,Female,30.0
23051,Male,65.0
23052,Male,46.0
23053,Male,51.0
23054,Male,55.0
23055,Male,26.0
23056,Male,35.0
23057,Male,48.0
23058,Male,50.0
23059,Male,73.0
23060,nan,32.0
23061,Male,26.0
23062,Male,62.0
23063,Male,36.0
23064,nan,36.0
23065,Male,62.0
23066,Male,79.0
23067,Male,20.0
23068,Male,28.0
23069,Female,59.0
23070,Male,67.0
23071,Male,60.0
23072,Male,34.0
23073,nan,32.0
23074,Male,51.0
23075,Male,50.0
23076,Male,53.0
23077,Male,79.0
23078,Male,77.0
23079,Female,77.0
23080,Female,25.0
23081,Male,51.0
23082,Male,57.0
23083,Male,43.0
23084,Male,23.0
23085,Female,77.0
23086,nan,18.0
23087,Male,76.0
23088,Male,60.0
23089,nan,71.0
23090,Male,39.0
23091,nan,29.0
23092,Female,62.0
23093,Male,
23094,Male,61.0
23095,Male,
23096,nan,21.0
23097,Female,44.0
23098,Male,68.0
23099,Male,45.0
23100,Male,48.0
23101,Male,49.0
23102,nan,27.0
23103,Male,62.0
23104,Male,70.0
23105,Male,55.0
23106,Male,31.0
23107,Male,22.0
23108,Male,36.0
23109,Male,26.0
23110,Male,22.0
23111,Male,66.0
23112,Male,26.0
23113,nan,35.0
23114,Male,79.0
23115,Male,69.0
23116,Male,
23117,nan,52.0
23118,Male,56.0
23119,Male,19.0
23120,Male,39.0
23121,Male,67.0
23122,Male,24.0
23123,nan,25.0
23124,Male,80.0
23125,Female,
23126,Female,74.0
23127,Female,60.0
23128,Male,20.0
23129,nan,48.0
23130,Male,43.0
23131,Female,37.0
23132,Male,46.0
23133,Male,38.0
23134,Male,43.0
23135,Male,53.0
23136,Male,72.0
23137,Male,19.0
23138,Female,37.0
23139,Male,
23140,Male,35.0
23141,Female,33.0
23142,Male,51.0
23143,Male,57.0
23144,Male,71.0
23145,Female,55.0
23146,Male,55.0
23147,Female,25.0
23148,Male,75.0
23149,Female,25.0
23150,Male,50.0
23151,nan,31.0
23152,Female,68.0
23153,Male,62.0
23154,Male,74.0
23155,Male,35.0
23156,Female,67.0
23157,Male,20.0
23158,Female,38.0
23159,Female,
23160,Male,39.0
23161,Male,51.0
23162,Female,71.0
23163,Male,28.0
23164,Male,51.0
23165,Female,37.0
23166,Male,25.0
23167,Male,52.0
23168,Male,74.0
23169,Male,55.0
23170,Female,77.0
23171,Male,35.0
23172,Male,31.0
23173,Female,65.0
23174,Male,41.0
23175,Male,75.0
23176,Male,22.0
23177,Male,45.0
23178,Male,54.0
23179,nan,62.0
23180,Male,32.0
23181,Male,30.0
23182,Male,61.0
23183,nan,69.0
23184,Male,49.0
23185,Male,37.0
23186,Male,52.0
23187,Male,31.0
23188,Male,58.0
23189,Female,38.0
23190,Male,63.0
23191,Male,
23192,Male,27.0
23193,Male,58.0
23194,Male,55.0
23195,Male,66.0
23196,Male,18.0
23197,Female,78.0
23198,Female,30.0
23199,Male,58.0
23200,Male,54.0
23201,Male,72.0
23202,Male,67.0
23203,Male,75.0
23204,Male,34.0
23205,Male,48.0
23206,Male,77.0
23207,nan,59.0
23208,Female,67.0
23209,Female,66.0
23210,Male,40.0
23211,nan,70.0
23212,Male,78.0
23213,Male,74.0
23214,Female,59.0
23215,Male,22.0
23216,Male,78.0
23217,Male,67.0
23218,Male,39.0
23219,Male,24.0
23220,Female,33.0
23221,Female,29.0
23222,Male,24.0
23223,Female,49.0
23224,Male,68.0
23225,Male,23.0
23226,Male,35.0
23227,Female,80.0
23228,Male,50.0
23229,Male,59.0
23230,Male,69.0
23231,Female,25.0
23232,Female,57.0
23233,Male,41.0
23234,Female,44.0
23235,Male,19.0
23236,Male,67.0
23237,Female,41.0
23238,Male,44.0
23239,nan,80.0
23240,Male,49.0
23241,Female,59.0
23242,Male,57.0
23243,Female,67.0
23244,Male,48.0
23245,Female,53.0
23246,Male,74.0
23247,Male,24.0
23248,nan,65.0
23249,Male,44.0
23250,Male,71.0
23251,Male,27.0
23252,Male,22.0
23253,Female,72.0
23254,Female,
23255,Male,64.0
23256,Female,
23257,nan,63.0
23258,Male,20.0
23259,Male,73.0
23260,Male,78.0
23261,Male,43.0
23262,Male,42.0
23263,Male,32.0
23264,Male,73.0
23265,Female,61.0
23266,Male,56.0
23267,Male,51.0
23268,Male,29.0
23269,Male,30.0
23270,Male,79.0
23271,Female,38.0
23272,Male,70.0
23273,Male,18.0
23274,Female,
23275,Male,44.0
23276,Male,74.0
23277,Male,21.0
23278,Female,34.0
23279,Male,
23280,Male,50.0
23281,Male,27.0
23282,Male,21.0
23283,Male,80.0
23284,Male,40.0
23285,Female,30.0
23286,Male,68.0
23287,Female,29.0
23288,Male,75.0
23289,Male,72.0
23290,Female,21.0
23291,Male,69.0
23292,Male,
23293,Male,55.0
23294,Female,36.0
23295,Male,54.0
23296,Male,
23297,Male,64.0
23298,Male,79.0
23299,Male,24.0
23300,nan,39.0
23301,Male,39.0
23302,Male,18.0
23303,Female,76.0
23304,nan,46.0
23305,Female,28.0
23306,Male,57.0
23307,Female,32.0
23308,nan,56.0
23309,Male,44.0
23310,nan,53.0
23311,Female,80.0
23312,Male,27.0
23313,Male,32.0
23314,Female,52.0
23315,Male,52.0
23316,Female,46.0
23317,Male,55.0
23318,Male,50.0
23319,Female,28.0
23320,Male,55.0
23321,Male,
23322,Male,22.0
23323,Male,21.0
23324,Male,78.0
23325,Male,57.0
23326,Male,45.0
23327,Female,
23328,Male,44.0
23329,Male,59.0
23330,Male,65.0
23331,Male,65.0
23332,Male,40.0
23333,Male,72.0
23334,Male,69.0
23335,Male,55.0
23336,Male,20.0
23337,Female,79.0
23338,Male,72.0
23339,Male,63.0
23340,Male,54.0
23341,Male,46.0
23342,Male,30.0
23343,Male,67.0
23344,Female,78.0
23345,Male,41.0
23346,Male,
23347,Male,
23348,Female,62.0
23349,Male,41.0
23350,Male,39.0
23351,Male,35.0
23352,Female,61.0
23353,Female,77.0
23354,nan,53.0
23355,Male,60.0
23356,Male,79.0
23357,Male,54.0
23358,Male,63.0
23359,Female,73.0
23360,Male,58.0
23361,Male,77.0
23362,Female,34.0
23363,Male,67.0
23364,Male,45.0
23365,Male,28.0
23366,Male,48.0
23367,nan,66.0
23368,Male,36.0
23369,Male,49.0
23370,Male,67.0
23371,Male,18.0
23372,Male,54.0
23373,Male,42.0
23374,Male,73.0
23375,Female,24.0
23376,Male,43.0
23377,Female,46.0
23378,Male,75.0
23379,Male,53.0
23380,Male,63.0
23381,Male,70.0
23382,Male,55.0
23383,Male,23.0
23384,nan,44.0
23385,Female,19.0
23386,Female,27.0
23387,nan,55.0
23388,Male,34.0
23389,Male,21.0
23390,Male,24.0
23391,Male,50.0
23392,Male,61.0
23393,Male,
23394,Male,58.0
23395,Female,73.0
23396,Male,51.0
23397,Male,60.0
23398,Male,71.0
23399,Male,38.0
23400,nan,41.0
23401,Male,52.0
23402,Male,50.0
23403,Male,51.0
23404,Male,23.0
23405,Male,80.0
23406,Female,71.0
23407,Male,79.0
23408,nan,63.0
23409,Male,78.0
23410,Male,55.0
23411,Male,37.0
23412,Male,44.0
23413,Male,45.0
23414,Female,42.0
23415,nan,22.0
23416,Male,70.0
23417,Female,79.0
23418,Female,34.0
23419,Male,
23420,Male,18.0
23421,Male,62.0
23422,Male,69.0
23423,Male,18.0
23424,Male,22.0
23425,Male,65.0
23426,Female,26.0
23427,Male,30.0
23428,Male,49.0
23429,Male,21.0
23430,Male,
23431,Male,
23432,Female,61.0
23433,Male,62.0
23434,Male,48.0
23435,Female,34.0
23436,Male,25.0
23437,Male,51.0
23438,Male,68.0
23439,Male,29.0
23440,Male,80.0
23441,nan,39.0
23442,Male,36.0
23443,Male,35.0
23444,nan,29.0
23445,Male,41.0
23446,Male,25.0
23447,Female,33.0
23448,Male,72.0
23449,Male,42.0
23450,Male,30.0
23451,Male,52.0
23452,Female,54.0
23453,Male,30.0
23454,Female,29.0
23455,Female,55.0
23456,Male,65.0
23457,nan,27.0
23458,Female,65.0
23459,Male,23.0
23460,Male,
23461,Male,24.0
23462,Male,62.0
23463,nan,66.0
23464,Male,28.0
23465,Male,76.0
23466,Female,57.0
23467,Male,66.0
23468,Male,72.0
23469,nan,41.0
23470,Male,55.0
23471,Male,54.0
23472,Male,26.0
23473,Male,74.0
23474,Male,59.0
23475,Male,64.0
23476,nan,62.0
23477,Male,21.0
23478,Male,62.0
23479,Female,44.0
23480,Male,26.0
23481,Male,49.0
23482,Male,27.0
23483,nan,61.0
23484,Male,18.0
23485,Male,73.0
23486,Female,21.0
23487,nan,74.0
23488,Male,30.0
23489,nan,
23490,Male,32.0
23491,Female,51.0
23492,Male,33.0
23493,Male,43.0
23494,Male,35.0
23495,Male,20.0
23496,nan,47.0
23497,nan,29.0
23498,Male,74.0
23499,Male,47.0
23500,Male,64.0
23501,nan,79.0
23502,Male,56.0
23503,Male,78.0
23504,Female,40.0
23505,Male,57.0
23506,Female,42.0
23507,Male,31.0
23508,Male,
23509,Female,66.0
23510,Male,63.0
23511,Female,38.0
23512,Male,26.0
23513,Female,42.0
23514,nan,
23515,Male,78.0
23516,Male,47.0
23517,Female,24.0
23518,nan,70.0
23519,Female,46.0
23520,Female,66.0
23521,nan,38.0
23522,Female,56.0
23523,Female,58.0
23524,Male,30.0
23525,Male,50.0
23526,Male,78.0
23527,Male,39.0
23528,Male,29.0
23529,Female,23.0
23530,Male,61.0
23531,Male,29.0
23532,Male,31.0
23533,nan,49.0
23534,Male,77.0
23535,nan,51.0
23536,Male,18.0
23537,Female,77.0
23538,Male,71.0
23539,Male,26.0
23540,nan,28.0
23541,Male,54.0
23542,Male,51.0
23543,Male,18.0
23544,Male,65.0
23545,Male,34.0
23546,Female,56.0
23547,nan,46.0
23548,Male,45.0
23549,Female,50.0
23550,Male,71.0
23551,Male,79.0
23552,Male,71.0
23553,Male,56.0
23554,Male,42.0
23555,Female,30.0
23556,Female,39.0
23557,Male,66.0
23558,Male,47.0
23559,Male,73.0
23560,Female,32.0
23561,Female,48.0
23562,Male,54.0
23563,Female,44.0
23564,Female,32.0
23565,Male,36.0
23566,nan,31.0
23567,Male,40.0
23568,Male,24.0
23569,Male,51.0
23570,Male,30.0
23571,Male,49.0
23572,Male,23.0
23573,nan,48.0
23574,Male,70.0
23575,Female,29.0
23576,Male,29.0
23577,Male,50.0
23578,Male,47.0
23579,Male,34.0
23580,Male,26.0
23581,Male,61.0
23582,nan,75.0
23583,Male,57.0
23584,nan,79.0
23585,Female,69.0
23586,Male,69.0
23587,Male,31.0
23588,Male,28.0
23589,Male,71.0
23590,Female,43.0
23591,Female,46.0
23592,Female,72.0
23593,Male,20.0
23594,Male,59.0
23595,Male,63.0
23596,Male,47.0
23597,Male,61.0
23598,Male,47.0
23599,Male,22.0
23600,Male,63.0
23601,Male,70.0
23602,Male,26.0
23603,Male,71.0
23604,Female,62.0
23605,Male,60.0
23606,Male,55.0
23607,Male,62.0
23608,Female,29.0
23609,Male,51.0
23610,Male,69.0
23611,Male,
23612,Male,22.0
23613,Male,78.0
23614,Male,80.0
23615,Male,
23616,Female,21.0
23617,Male,35.0
23618,Male,80.0
23619,Male,72.0
23620,Male,55.0
23621,Male,
23622,Male,47.0
23623,Male,48.0
23624,Male,34.0
23625,Male,65.0
23626,Female,55.0
23627,Male,52.0
23628,Male,31.0
23629,Male,68.0
23630,Male,45.0
23631,Male,62.0
23632,Male,80.0
23633,Male,71.0
23634,Male,24.0
23635,Male,39.0
23636,Male,34.0
23637,nan,50.0
23638,Male,72.0
23639,Male,57.0
23640,Female,25.0
23641,Male,58.0
23642,Male,24.0
23643,Male,52.0
23644,nan,45.0
23645,Male,36.0
23646,nan,35.0
23647,Male,61.0
23648,Female,26.0
23649,Male,
23650,Male,29.0
23651,Female,
23652,Male,55.0
23653,Male,
23654,Female,58.0
23655,Male,36.0
23656,Female,52.0
23657,Male,55.0
23658,Female,75.0
23659,Male,63.0
23660,nan,54.0
23661,Female,57.0
23662,Male,32.0
23663,nan,35.0
23664,Male,70.0
23665,Male,72.0
23666,Male,54.0
23667,Female,21.0
23668,Female,65.0
23669,Male,59.0
23670,Male,32.0
23671,Female,70.0
23672,Male,43.0
23673,Male,57.0
23674,Male,45.0
23675,Male,
23676,Male,29.0
23677,Male,37.0
23678,Male,74.0
23679,Female,35.0
23680,Female,42.0
23681,Male,28.0
23682,Male,34.0
23683,Male,58.0
23684,nan,40.0
23685,Male,37.0
23686,Male,23.0
23687,Male,51.0
23688,Female,75.0
23689,Male,75.0
23690,Male,66.0
23691,Male,68.0
23692,Male,25.0
23693,Male,38.0
23694,Male,51.0
23695,Male,66.0
23696,Male,47.0
23697,Female,37.0
23698,Male,32.0
23699,Male,63.0
23700,Male,70.0
23701,Male,54.0
23702,Male,78.0
23703,nan,57.0
23704,Male,41.0
23705,Female,48.0
23706,Male,55.0
23707,Male,36.0
23708,Male,30.0
23709,Male,35.0
23710,Male,47.0
23711,Male,38.0
23712,Male,29.0
23713,Male,65.0
23714,nan,23.0
23715,Male,43.0
23716,Male,54.0
23717,Male,54.0
23718,Male,80.0
23719,Male,20.0
23720,Male,36.0
23721,Female,48.0
23722,nan,67.0
23723,Male,
23724,Female,72.0
23725,nan,33.0
23726,Female,71.0
23727,Male,77.0
23728,Female,20.0
23729,Male,26.0
23730,Male,30.0
23731,Male,70.0
23732,Male,50.0
23733,Male,79.0
23734,Male,62.0
23735,nan,68.0
23736,Male,20.0
23737,nan,71.0
23738,nan,46.0
23739,Male,80.0
23740,Male,20.0
23741,Male,50.0
23742,Male,43.0
23743,Female,50.0
23744,Male,56.0
23745,Male,59.0
23746,Male,25.0
23747,Male,24.0
23748,Male,40.0
23749,nan,47.0
23750,Female,74.0
23751,Female,77.0
23752,Male,43.0
23753,Male,31.0
23754,Male,65.0
23755,Female,46.0
23756,Male,69.0
23757,Male,67.0
23758,Female,45.0
23759,Male,63.0
23760,Male,
23761,Male,22.0
23762,Male,27.0
23763,Male,32.0
23764,nan,49.0
23765,nan,74.0
23766,Female,
23767,Male,21.0
23768,Female,22.0
23769,nan,47.0
23770,Male,26.0
23771,Male,56.0
23772,Male,76.0
23773,nan,73.0
23774,Female,78.0
23775,nan,39.0
23776,nan,24.0
23777,Male,46.0
23778,Female,31.0
23779,Male,25.0
23780,Male,72.0
23781,Female,23.0
23782,Male,28.0
23783,Female,38.0
23784,Male,57.0
23785,Male,37.0
23786,Male,
23787,Female,54.0
23788,Male,73.0
23789,Male,23.0
23790,Male,70.0
23791,Male,42.0
23792,nan,27.0
23793,nan,58.0
23794,Male,28.0
23795,Male,54.0
23796,nan,27.0
23797,Female,73.0
23798,Male,43.0
23799,Female,
23800,Male,58.0
23801,Male,59.0
23802,nan,26.0
23803,Male,34.0
23804,Male,31.0
23805,Male,26.0
23806,Male,
23807,Male,34.0
23808,Male,20.0
23809,Male,46.0
23810,Female,71.0
23811,Female,18.0
23812,Male,
23813,Male,18.0
23814,Male,22.0
23815,Male,41.0
23816,Female,
23817,Female,69.0
23818,Male,47.0
23819,Male,72.0
23820,Male,41.0
23821,Female,77.0
23822,Female,40.0
23823,Male,64.0
23824,Male,40.0
23825,Male,49.0
23826,Female,54.0
23827,Male,64.0
23828,Male,23.0
23829,Male,22.0
23830,Male,46.0
23831,Female,33.0
23832,Male,65.0
23833,nan,75.0
23834,Male,65.0
23835,nan,38.0
23836,Male,71.0
23837,Male,76.0
23838,Male,80.0
23839,nan,71.0
23840,Male,34.0
23841,Male,60.0
23842,Male,22.0
23843,nan,31.0
23844,nan,52.0
23845,Female,74.0
23846,Female,29.0
23847,nan,41.0
23848,Male,34.0
23849,Male,80.0
23850,Male,20.0
23851,Male,
23852,nan,20.0
23853,Male,18.0
23854,Male,74.0
23855,Male,76.0
23856,Female,20.0
23857,Male,27.0
23858,Male,37.0
23859,Male,61.0
23860,Female,38.0
23861,nan,77.0
23862,Female,45.0
23863,Male,69.0
23864,Male,38.0
23865,nan,69.0
23866,Male,22.0
23867,Male,30.0
23868,Male,55.0
23869,Male,76.0
23870,Female,65.0
23871,Male,42.0
23872,Male,66.0
23873,Male,71.0
23874,Male,52.0
23875,nan,31.0
23876,Male,18.0
23877,Male,30.0
23878,Female,33.0
23879,Male,36.0
23880,nan,35.0
23881,Male,44.0
23882,Male,75.0
23883,nan,78.0
23884,nan,40.0
23885,Male,
23886,Female,47.0
23887,Male,54.0
23888,Male,39.0
23889,Male,46.0
23890,Male,60.0
23891,nan,66.0
23892,Male,46.0
23893,Male,60.0
23894,nan,69.0
23895,Male,64.0
23896,Male,80.0
23897,Male,35.0
23898,Male,30.0
23899,nan,54.0
23900,Male,20.0
23901,Male,39.0
23902,Male,48.0
23903,nan,36.0
23904,Male,46.0
23905,Male,35.0
23906,Female,47.0
23907,Female,51.0
23908,Male,62.0
23909,nan,45.0
23910,Male,32.0
23911,Male,48.0
23912,nan,69.0
23913,nan,29.0
23914,Male,51.0
23915,Male,63.0
23916,nan,21.0
23917,Male,63.0
23918,Male,77.0
23919,Male,25.0
23920,Male,18.0
23921,nan,70.0
23922,nan,64.0
23923,Male,35.0
23924,Male,29.0
23925,Male,48.0
23926,Male,41.0
23927,Male,79.0
23928,Male,51.0
23929,Male,43.0
23930,Male,
23931,Female,38.0
23932,Male,38.0
23933,Male,55.0
23934,Male,55.0
23935,Female,47.0
23936,Female,
23937,Male,49.0
23938,Male,78.0
23939,Male,49.0
23940,nan,57.0
23941,Female,40.0
23942,Male,24.0
23943,Female,57.0
23944,Male,56.0
23945,Male,22.0
23946,nan,75.0
23947,nan,
23948,Male,24.0
23949,Male,78.0
23950,Male,
23951,Male,76.0
23952,nan,65.0
23953,Male,27.0
23954,Male,34.0
23955,Female,57.0
23956,Male,47.0
23957,nan,66.0
23958,nan,
23959,Male,
23960,Female,
23961,Male,34.0
23962,Female,34.0
23963,Male,53.0
23964,Male,68.0
23965,Female,68.0
23966,Male,52.0
23967,Male,20.0
23968,Male,55.0
23969,Male,27.0
23970,Male,73.0
23971,Male,62.0
23972,Female,55.0
23973,Male,39.0
23974,Male,63.0
23975,Female,49.0
23976,nan,42.0
23977,Male,42.0
23978,Male,28.0
23979,Male,30.0
23980,Male,60.0
23981,Male,18.0
23982,Male,61.0
23983,Female,67.0
23984,Male,54.0
23985,Female,67.0
23986,Male,
23987,nan,23.0
23988,Female,24.0
23989,Female,75.0
23990,Male,56.0
23991,Male,25.0
23992,Male,64.0
23993,Male,20.0
23994,Male,25.0
23995,Male,50.0
23996,Female,65.0
23997,Male,21.0
23998,Male,49.0
23999,Male,46.0
24000,Male,63.0
24001,Male,71.0
24002,Male,75.0
24003,nan,18.0
24004,Male,45.0
24005,Female,63.0
24006,Male,59.0
24007,Male,72.0
24008,Male,53.0
24009,Male,30.0
24010,Female,30.0
24011,Female,69.0
24012,Male,51.0
24013,Male,
24014,Female,48.0
24015,Male,44.0
24016,nan,36.0
24017,Female,52.0
24018,nan,72.0
24019,Male,61.0
24020,Male,41.0
24021,Female,48.0
24022,nan,55.0
24023,nan,25.0
24024,Male,65.0
24025,Male,74.0
24026,Male,43.0
24027,Male,74.0
24028,Male,77.0
24029,Female,44.0
24030,nan,33.0
24031,Female,54.0
24032,Male,57.0
24033,Male,52.0
24034,Female,47.0
24035,Male,71.0
24036,Male,19.0
24037,Male,46.0
24038,Male,70.0
24039,Male,57.0
24040,Female,58.0
24041,nan,31.0
24042,Male,55.0
24043,Male,60.0
24044,Male,44.0
24045,Female,26.0
24046,Female,60.0
24047,Female,41.0
24048,Male,58.0
24049,Male,72.0
24050,Female,18.0
24051,Female,21.0
24052,Male,69.0
24053,Male,
24054,Female,
24055,Female,59.0
24056,Male,37.0
24057,Male,57.0
24058,Male,42.0
24059,Male,29.0
24060,Male,69.0
24061,Male,56.0
24062,Male,76.0
24063,Male,48.0
24064,nan,23.0
24065,Male,66.0
24066,Female,22.0
24067,Female,22.0
24068,Male,72.0
24069,Male,60.0
24070,Male,30.0
24071,Female,34.0
24072,Male,32.0
24073,Male,48.0
24074,Male,24.0
24075,Male,39.0
24076,Male,
24077,Male,67.0
24078,Male,73.0
24079,Male,33.0
24080,Male,80.0
24081,Male,28.0
24082,Male,78.0
24083,Male,52.0
24084,Male,
24085,Female,63.0
24086,Female,66.0
24087,Male,36.0
24088,Male,34.0
24089,Female,46.0
24090,Male,
24091,Male,59.0
24092,Male,29.0
24093,Male,56.0
24094,Male,
24095,Male,59.0
24096,Male,33.0
24097,Female,28.0
24098,Male,73.0
24099,Female,22.0
24100,Male,54.0
24101,Male,41.0
24102,Female,67.0
24103,Male,46.0
24104,Male,73.0
24105,Male,42.0
24106,Male,18.0
24107,Male,68.0
24108,Female,68.0
24109,Male,27.0
24110,Male,35.0
24111,Female,38.0
24112,Female,29.0
24113,Female,18.0
24114,Male,51.0
24115,Male,61.0
24116,nan,41.0
24117,Male,22.0
24118,nan,27.0
24119,Male,30.0
24120,Male,68.0
24121,Male,76.0
24122,Male,35.0
24123,Male,
24124,Male,51.0
24125,Male,61.0
24126,Male,72.0
24127,Female,21.0
24128,Female,40.0
24129,Male,65.0
24130,Male,32.0
24131,Male,31.0
24132,Male,26.0
24133,Male,49.0
24134,Male,56.0
24135,Male,54.0
24136,nan,33.0
24137,Male,48.0
24138,Male,67.0
24139,Male,68.0
24140,Male,66.0
24141,Male,26.0
24142,Male,75.0
24143,Male,39.0
24144,nan,21.0
24145,Male,18.0
24146,Female,49.0
24147,nan,44.0
24148,Male,58.0
24149,nan,43.0
24150,Male,40.0
24151,nan,19.0
24152,Female,18.0
24153,Male,19.0
24154,Female,35.0
24155,Male,21.0
24156,Male,65.0
24157,nan,
24158,Female,69.0
24159,Female,19.0
24160,Male,80.0
24161,Female,51.0
24162,Female,20.0
24163,Female,
24164,Female,69.0
24165,Male,28.0
24166,Male,27.0
24167,nan,19.0
24168,Male,77.0
24169,Male,78.0
24170,Male,36.0
24171,Male,41.0
24172,Male,67.0
24173,Male,
24174,Male,19.0
24175,nan,66.0
24176,Male,41.0
24177,Female,75.0
24178,Male,42.0
24179,Female,25.0
24180,Male,
24181,Female,56.0
24182,nan,28.0
24183,Male,52.0
24184,Male,36.0
24185,Male,22.0
24186,Male,45.0
24187,Male,33.0
24188,Male,77.0
24189,Male,41.0
24190,Female,49.0
24191,Male,45.0
24192,Male,51.0
24193,Female,34.0
24194,Female,43.0
24195,Male,27.0
24196,Female,78.0
24197,Male,72.0
24198,Female,49.0
24199,Male,25.0
24200,Male,76.0
24201,Male,73.0
24202,Male,56.0
24203,Male,60.0
24204,Male,64.0
24205,Male,50.0
24206,Male,36.0
24207,Male,24.0
24208,Female,46.0
24209,Male,55.0
24210,Male,32.0
24211,Female,20.0
24212,Male,57.0
24213,Female,26.0
24214,nan,56.0
24215,Male,
24216,Male,
24217,Male,73.0
24218,Male,56.0
24219,Male,26.0
24220,Male,72.0
24221,Male,28.0
24222,Male,
24223,Male,60.0
24224,Male,25.0
24225,Male,70.0
24226,Male,24.0
24227,Male,20.0
24228,Male,72.0
24229,Male,69.0
24230,Male,40.0
24231,Male,60.0
24232,Female,37.0
24233,nan,67.0
24234,Male,78.0
24235,Male,68.0
24236,Male,54.0
24237,Male,49.0
24238,Male,
24239,Male,67.0
24240,Male,27.0
24241,Male,54.0
24242,Male,76.0
24243,Male,40.0
24244,Male,74.0
24245,Male,43.0
24246,Male,36.0
24247,Male,45.0
24248,nan,78.0
24249,Female,78.0
24250,Male,33.0
24251,Female,39.0
24252,Male,77.0
24253,Male,58.0
24254,Male,42.0
24255,Male,52.0
24256,Male,42.0
24257,Male,38.0
24258,Male,65.0
24259,Male,41.0
24260,Male,20.0
24261,Male,24.0
24262,Male,78.0
24263,Female,68.0
24264,Female,46.0
24265,nan,23.0
24266,Male,58.0
24267,nan,49.0
24268,nan,38.0
24269,Male,45.0
24270,Male,57.0
24271,Male,77.0
24272,Female,63.0
24273,Male,61.0
24274,nan,36.0
24275,Female,21.0
24276,Male,18.0
24277,Male,78.0
24278,Male,72.0
24279,nan,65.0
24280,nan,76.0
24281,Female,59.0
24282,nan,61.0
24283,Male,57.0
24284,Female,57.0
24285,Male,24.0
24286,Male,49.0
24287,Female,34.0
24288,Male,68.0
24289,nan,67.0
24290,Male,62.0
24291,Female,23.0
24292,Male,24.0
24293,Male,75.0
24294,Female,64.0
24295,nan,19.0
24296,nan,72.0
24297,Male,52.0
24298,Male,67.0
24299,nan,36.0
24300,Female,70.0
24301,Male,75.0
24302,Male,37.0
24303,nan,66.0
24304,Male,55.0
24305,Male,31.0
24306,Male,60.0
24307,Female,
24308,Male,50.0
24309,Male,46.0
24310,Male,69.0
24311,Male,79.0
24312,Male,58.0
24313,Male,68.0
24314,Male,33.0
24315,Female,47.0
24316,Male,25.0
24317,Female,63.0
24318,Male,75.0
24319,Male,30.0
24320,Male,79.0
24321,Female,59.0
24322,Male,24.0
24323,Male,58.0
24324,Male,40.0
24325,nan,23.0
24326,Male,80.0
24327,Male,39.0
24328,Male,21.0
24329,Male,62.0
24330,Male,40.0
24331,Male,74.0
24332,Male,32.0
24333,Female,22.0
24334,Male,21.0
24335,nan,63.0
24336,Male,58.0
24337,Male,
24338,Male,45.0
24339,Male,45.0
24340,Male,45.0
24341,Male,19.0
24342,Male,25.0
24343,Male,35.0
24344,Male,71.0
24345,nan,51.0
24346,Female,36.0
24347,Male,61.0
24348,Male,80.0
24349,Male,28.0
24350,Female,49.0
24351,Male,49.0
24352,Male,33.0
24353,Male,64.0
24354,nan,75.0
24355,Male,30.0
24356,Male,72.0
24357,Male,49.0
24358,Male,31.0
24359,Male,31.0
24360,Female,78.0
24361,Male,55.0
24362,Male,76.0
24363,Male,57.0
24364,Male,77.0
24365,Male,34.0
24366,Male,71.0
24367,Male,63.0
24368,Male,34.0
24369,Male,37.0
24370,Male,
24371,Male,76.0
24372,Male,36.0
24373,Male,27.0
24374,Male,43.0
24375,Male,66.0
24376,Male,55.0
24377,Male,39.0
24378,Male,
24379,Male,77.0
24380,Female,38.0
24381,nan,53.0
24382,Female,30.0
24383,Male,79.0
24384,Male,73.0
24385,Male,49.0
24386,Male,27.0
24387,nan,39.0
24388,Female,65.0
24389,nan,26.0
24390,Male,69.0
24391,Female,80.0
24392,Female,74.0
24393,Male,45.0
24394,Male,80.0
24395,Female,55.0
24396,Male,52.0
24397,nan,74.0
24398,nan,22.0
24399,Male,55.0
24400,Male,75.0
24401,nan,62.0
24402,nan,47.0
24403,Female,60.0
24404,Male,79.0
24405,Male,60.0
24406,nan,53.0
24407,nan,71.0
24408,nan,73.0
24409,Male,25.0
24410,Male,52.0
24411,Male,19.0
24412,nan,79.0
24413,Male,
24414,Male,73.0
24415,Male,47.0
24416,Female,64.0
24417,Female,28.0
24418,Male,27.0
24419,Male,24.0
24420,Male,40.0
24421,Female,52.0
24422,Female,50.0
24423,Male,48.0
24424,Male,19.0
24425,Male,56.0
24426,Male,67.0
24427,Male,57.0
24428,Male,41.0
24429,Female,61.0
24430,nan,68.0
24431,Female,63.0
24432,Male,21.0
24433,Male,44.0
24434,Male,22.0
24435,nan,64.0
24436,Male,46.0
24437,Male,70.0
24438,Female,42.0
24439,Male,
24440,Male,28.0
24441,Male,33.0
24442,nan,30.0
24443,Male,27.0
24444,Male,77.0
24445,Male,35.0
24446,Male,48.0
